# T48 SPI catalog generated from T48SDK/T48_List.txt
Device	Manufacturer	RawId	SizeBytes	PageSize	Volts	Protocol	CommandSet	Type	Supported
BY25Q05ALU	BOYA_MICRO		65536	256	3.3	SPI	25xx	SPI_NOR	true
BY25Q05AWO	BOYA_MICRO		65536	256	3.3	SPI	25xx	SPI_NOR	true
BY25Q05AWS	BOYA_MICRO		65536	256	3.3	SPI	25xx	SPI_NOR	true
BY25Q05AWT	BOYA_MICRO		65536	256	3.3	SPI	25xx	SPI_NOR	true
BY25Q05AWU	BOYA_MICRO		65536	256	3.3	SPI	25xx	SPI_NOR	true
BY25Q10ALM	BOYA_MICRO		1310720	256	3.3	SPI	25xx	SPI_NOR	true
BY25Q10ALO	BOYA_MICRO		1310720	256	3.3	SPI	25xx	SPI_NOR	true
BY25Q10ALS	BOYA_MICRO		1310720	256	3.3	SPI	25xx	SPI_NOR	true
BY25Q10ALT	BOYA_MICRO		1310720	256	3.3	SPI	25xx	SPI_NOR	true
BY25Q10ALU	BOYA_MICRO		1310720	256	3.3	SPI	25xx	SPI_NOR	true
BY25Q10AS	BOYA_MICRO		1310720	256	3.3	SPI	25xx	SPI_NOR	true
BY25Q10AWO	BOYA_MICRO		1310720	256	3.3	SPI	25xx	SPI_NOR	true
BY25Q10AWS	BOYA_MICRO		1310720	256	3.3	SPI	25xx	SPI_NOR	true
BY25Q10AWT	BOYA_MICRO		1310720	256	3.3	SPI	25xx	SPI_NOR	true
BY25Q10AWU	BOYA_MICRO		1310720	256	3.3	SPI	25xx	SPI_NOR	true
BY25Q10BLO	BOYA_MICRO		1310720	256	3.3	SPI	25xx	SPI_NOR	true
BY25Q10BLS	BOYA_MICRO		1310720	256	3.3	SPI	25xx	SPI_NOR	true
BY25Q10BLT	BOYA_MICRO		1310720	256	3.3	SPI	25xx	SPI_NOR	true
BY25Q10BLU	BOYA_MICRO		1310720	256	3.3	SPI	25xx	SPI_NOR	true
BY25Q128AL	BOYA_MICRO		16777216	256	3.3	SPI	25xx	SPI_NOR	true
BY25Q128AS	BOYA_MICRO		16777216	256	3.3	SPI	25xx	SPI_NOR	true
BY25Q128ESCD	BOYA_MICRO		16777216	256	3.3	SPI	25xx	SPI_NOR	true
BY25Q128ESS	BOYA_MICRO		16777216	256	3.3	SPI	25xx	SPI_NOR	true
